sigma_xx,sigma_yy,sigma_zz,sigma_xy,sigma_xz,sigma_yz
93.87338576538741,0.0,0.0,-3.446429231745171,0.0,0.0
93.65498867481922,0.0,0.0,-3.50534320191259,0.0,0.0
93.4328942456612,0.0,0.0,-3.5641187871325073,0.0,0.0
93.2071112458211,0.0,0.0,-3.622753667045457,0.0,0.0
92.97764858882515,0.0,0.0,-3.681245526846779,0.0,0.0
92.74451533346614,0.0,0.0,-3.7395920573780037,0.0,0.0
92.50772068344581,0.0,0.0,-3.7977909552180105,0.0,0.0
92.26727398701148,0.0,0.0,-3.8558399227739653,0.0,0.0
92.02318473658704,0.0,0.0,-3.9137366683720245,0.0,0.0
91.77546256839811,0.0,0.0,-3.971478906347806,0.0,0.0
91.52411726209175,0.0,0.0,-4.029064357136626,0.0,0.0
91.26915874035028,0.0,0.0,-4.086490747363491,0.0,0.0
91.01059706849956,0.0,0.0,-4.143755809932841,0.0,0.0
90.74844245411168,0.0,0.0,-4.2008572841180625,0.0,0.0
90.48270524660195,0.0,0.0,-4.257792915650727,0.0,0.0
90.21339593682029,0.0,0.0,-4.31456045680959,0.0,0.0
89.9405251566371,0.0,0.0,-4.37115766650933,0.0,0.0
89.66410367852359,0.0,0.0,-4.427582310389014,0.0,0.0
89.38414241512638,0.0,0.0,-4.483832160900322,0.0,0.0
89.10065241883679,0.0,0.0,-4.5399049973954675,0.0,0.0
88.81364488135446,0.0,0.0,-4.595798606214878,0.0,0.0
88.52313113324553,0.0,0.0,-4.651510780774583,0.0,0.0
88.22912264349533,0.0,0.0,-4.707039321653325,0.0,0.0
87.93163101905563,0.0,0.0,-4.762382036679391,0.0,0.0
87.63066800438637,0.0,0.0,-4.817536741017153,0.0,0.0
87.32624548099201,0.0,0.0,-4.872501257253322,0.0,0.0
87.01837546695256,0.0,0.0,-4.927273415482915,0.0,0.0
86.707070116449,0.0,0.0,-4.981851053394908,0.0,0.0
86.39234171928352,0.0,0.0,-5.036232016357608,0.0,0.0
86.07420270039437,0.0,0.0,-5.090414157503713,0.0,0.0
85.75266561936522,0.0,0.0,-5.144395337815064,0.0,0.0
85.42774316992951,0.0,0.0,-5.198173426207095,0.0,0.0
85.09944817946919,0.0,0.0,-5.251746299612956,0.0,0.0
84.76779360850833,0.0,0.0,-5.3051118430673405,0.0,0.0
84.43279255020151,0.0,0.0,-5.358267949789966,0.0,0.0
84.09445822981692,0.0,0.0,-5.411212521268758,0.0,0.0
83.75280400421417,0.0,0.0,-5.463943467342691,0.0,0.0
83.40784336131712,0.0,0.0,-5.516458706284302,0.0,0.0
83.05958991958127,0.0,0.0,-5.568756164881879,0.0,0.0
82.70805742745618,0.0,0.0,-5.620833778521305,0.0,0.0
82.35325976284274,0.0,0.0,-5.672689491267565,0.0,0.0
81.99521093254522,0.0,0.0,-5.724321255945909,0.0,0.0
81.6339250717184,0.0,0.0,-5.775727034222676,0.0,0.0
81.2694164433094,0.0,0.0,-5.826904796685762,0.0,0.0
80.90169943749474,0.0,0.0,-5.877852522924732,0.0,0.0
80.53078857111218,0.0,0.0,-5.9285682016105925,0.0,0.0
80.15669848708767,0.0,0.0,-5.979049830575188,0.0,0.0
79.7794439538571,0.0,0.0,-6.029295416890247,0.0,0.0
79.39903986478353,0.0,0.0,-6.079302976946055,0.0,0.0
79.01550123756904,0.0,0.0,-6.129070536529763,0.0,0.0
78.6288432136619,0.0,0.0,-6.178596130903343,0.0,0.0
78.23908105765881,0.0,0.0,-6.227877804881126,0.0,0.0
77.84623015670235,0.0,0.0,-6.276913612907005,0.0,0.0
77.45030601987338,0.0,0.0,-6.3257016191312445,0.0,0.0
77.05132427757893,0.0,0.0,-6.374239897486897,0.0,0.0
76.64930068093499,0.0,0.0,-6.422526531765844,0.0,0.0
76.24425110114478,0.0,0.0,-6.470559615694443,0.0,0.0
75.83619152887219,0.0,0.0,-6.518337253008788,0.0,0.0
75.42513807361037,0.0,0.0,-6.565857557529565,0.0,0.0
75.01110696304596,0.0,0.0,-6.613118653236518,0.0,0.0
74.59411454241821,0.0,0.0,-6.660118674342517,0.0,0.0
74.17417727387392,0.0,0.0,-6.7068557653672,0.0,0.0
73.75131173581738,0.0,0.0,-6.7533280812102445,0.0,0.0
73.325534622256,0.0,0.0,-6.799533787224192,0.0,0.0
72.89686274214115,0.0,0.0,-6.845471059286886,0.0,0.0
72.46531301870466,0.0,0.0,-6.891138083873485,0.0,0.0
72.03090248879069,0.0,0.0,-6.936533058128049,0.0,0.0
71.59364830218313,0.0,0.0,-6.981654189934726,0.0,0.0
71.15356772092855,0.0,0.0,-7.026499697988492,0.0,0.0
70.71067811865476,0.0,0.0,-7.071067811865475,0.0,0.0
70.26499697988491,0.0,0.0,-7.115356772092854,0.0,0.0
69.81654189934727,0.0,0.0,-7.159364830218311,0.0,0.0
69.36533058128049,0.0,0.0,-7.20309024887907,0.0,0.0
68.91138083873484,0.0,0.0,-7.246531301870466,0.0,0.0
68.45471059286886,0.0,0.0,-7.289686274214116,0.0,0.0
67.99533787224192,0.0,0.0,-7.332553462225599,0.0,0.0
67.53328081210245,0.0,0.0,-7.375131173581739,0.0,0.0
67.068557653672,0.0,0.0,-7.417417727387392,0.0,0.0
66.60118674342516,0.0,0.0,-7.459411454241821,0.0,0.0
66.13118653236518,0.0,0.0,-7.501110696304596,0.0,0.0
65.65857557529564,0.0,0.0,-7.542513807361038,0.0,0.0
65.18337253008787,0.0,0.0,-7.583619152887219,0.0,0.0
64.70559615694444,0.0,0.0,-7.624425110114479,0.0,0.0
64.22526531765843,0.0,0.0,-7.664930068093499,0.0,0.0
63.74239897486896,0.0,0.0,-7.705132427757892,0.0,0.0
63.257016191312445,0.0,0.0,-7.745030601987338,0.0,0.0
62.769136129070034,0.0,0.0,-7.784623015670235,0.0,0.0
62.27877804881125,0.0,0.0,-7.823908105765881,0.0,0.0
61.78596130903343,0.0,0.0,-7.862884321366189,0.0,0.0
61.29070536529766,0.0,0.0,-7.901550123756903,0.0,0.0
60.793029769460546,0.0,0.0,-7.9399039864783525,0.0,0.0
60.29295416890248,0.0,0.0,-7.97794439538571,0.0,0.0
59.790498305751896,0.0,0.0,-8.015669848708765,0.0,0.0
59.28568201610594,0.0,0.0,-8.053078857111219,0.0,0.0
58.778525229247315,0.0,0.0,-8.090169943749475,0.0,0.0
58.26904796685761,0.0,0.0,-8.12694164433094,0.0,0.0
57.75727034222676,0.0,0.0,-8.163392507171839,0.0,0.0
57.2432125594591,0.0,0.0,-8.199521093254523,0.0,0.0
56.726894912675654,0.0,0.0,-8.235325976284274,0.0,0.0
56.20833778521306,0.0,0.0,-8.270805742745619,0.0,0.0
55.68756164881881,0.0,0.0,-8.305958991958125,0.0,0.0
55.164587062843026,0.0,0.0,-8.340784336131712,0.0,0.0
54.63943467342691,0.0,0.0,-8.375280400421417,0.0,0.0
54.11212521268759,0.0,0.0,-8.40944582298169,0.0,0.0
53.582679497899655,0.0,0.0,-8.443279255020151,0.0,0.0
53.05111843067342,0.0,0.0,-8.47677936085083,0.0,0.0
52.517462996129574,0.0,0.0,-8.509944817946918,0.0,0.0
51.981734262070944,0.0,0.0,-8.54277431699295,0.0,0.0
51.44395337815064,0.0,0.0,-8.575266561936523,0.0,0.0
50.90414157503712,0.0,0.0,-8.607420270039437,0.0,0.0
50.36232016357609,0.0,0.0,-8.639234171928353,0.0,0.0
49.81851053394909,0.0,0.0,-8.6707070116449,0.0,0.0
49.27273415482916,0.0,0.0,-8.701837546695257,0.0,0.0
48.725012572533224,0.0,0.0,-8.732624548099201,0.0,0.0
48.17536741017152,0.0,0.0,-8.763066800438637,0.0,0.0
47.623820366793915,0.0,0.0,-8.793163101905563,0.0,0.0
47.070393216533255,0.0,0.0,-8.822912264349533,0.0,0.0
46.51510780774583,0.0,0.0,-8.852313113324552,0.0,0.0
45.95798606214878,0.0,0.0,-8.881364488135446,0.0,0.0
45.39904997395468,0.0,0.0,-8.910065241883679,0.0,0.0
44.838321609003245,0.0,0.0,-8.938414241512637,0.0,0.0
44.27582310389017,0.0,0.0,-8.966410367852358,0.0,0.0
43.7115766650933,0.0,0.0,-8.994052515663709,0.0,0.0
43.145604568095905,0.0,0.0,-9.021339593682029,0.0,0.0
42.57792915650727,0.0,0.0,-9.048270524660197,0.0,0.0
42.008572841180644,0.0,0.0,-9.07484424541117,0.0,0.0
41.43755809932843,0.0,0.0,-9.101059706849956,0.0,0.0
40.86490747363491,0.0,0.0,-9.126915874035028,0.0,0.0
40.29064357136627,0.0,0.0,-9.152411726209175,0.0,0.0
39.71478906347806,0.0,0.0,-9.177546256839811,0.0,0.0
39.13736668372025,0.0,0.0,-9.202318473658703,0.0,0.0
38.558399227739656,0.0,0.0,-9.226727398701147,0.0,0.0
37.97790955218011,0.0,0.0,-9.250772068344581,0.0,0.0
37.39592057378004,0.0,0.0,-9.274451533346614,0.0,0.0
36.81245526846781,0.0,0.0,-9.297764858882513,0.0,0.0
36.227536670454576,0.0,0.0,-9.32071112458211,0.0,0.0
35.64118787132507,0.0,0.0,-9.34328942456612,0.0,0.0
35.05343201912589,0.0,0.0,-9.365498867481923,0.0,0.0
34.4642923174517,0.0,0.0,-9.38733857653874,0.0,0.0
33.873792024529145,0.0,0.0,-9.408807689542254,0.0,0.0
33.28195445229867,0.0,0.0,-9.429905358928645,0.0,0.0
32.68880296549425,0.0,0.0,-9.450630751798048,0.0,0.0
32.09436098072094,0.0,0.0,-9.470983049947444,0.0,0.0
31.498651965530467,0.0,0.0,-9.490961449902946,0.0,0.0
30.901699437494745,0.0,0.0,-9.510565162951535,0.0,0.0
30.3035269632774,0.0,0.0,-9.529793415172188,0.0,0.0
29.704158157703485,0.0,0.0,-9.548645447466429,0.0,0.0
29.103616682827173,0.0,0.0,-9.567120515588305,0.0,0.0
28.501926246997616,0.0,0.0,-9.585217890173759,0.0,0.0
27.899110603922928,0.0,0.0,-9.60293685676943,0.0,0.0
27.295193551732517,0.0,0.0,-9.620276715860859,0.0,0.0
26.690198932037546,0.0,0.0,-9.637236782900096,0.0,0.0
26.084150628989676,0.0,0.0,-9.65381638833274,0.0,0.0
25.477072568338215,0.0,0.0,-9.67001487762435,0.0,0.0
24.868988716485497,0.0,0.0,-9.68583161128631,0.0,0.0
24.259923079540755,0.0,0.0,-9.701265964901058,0.0,0.0
23.649899702372476,0.0,0.0,-9.716317329146738,0.0,0.0
23.03894266765906,0.0,0.0,-9.730985109821265,0.0,0.0
22.427076094938116,0.0,0.0,-9.74526872786577,0.0,0.0
21.81432413965427,0.0,0.0,-9.759167619387473,0.0,0.0
21.200710992205472,0.0,0.0,-9.772681235681935,0.0,0.0
20.586260876988135,0.0,0.0,-9.785809043254721,0.0,0.0
19.9709980514407,0.0,0.0,-9.798550523842469,0.0,0.0
19.35494680508604,0.0,0.0,-9.81090517443334,0.0,0.0
18.738131458572475,0.0,0.0,-9.822872507286887,0.0,0.0
18.120576362713738,0.0,0.0,-9.834452049953297,0.0,0.0
17.502305897527602,0.0,0.0,-9.845643345292054,0.0,0.0
16.883344471273382,0.0,0.0,-9.856445951489981,0.0,0.0
16.263716519488373,0.0,0.0,-9.866859442078681,0.0,0.0
15.643446504023093,0.0,0.0,-9.876883405951379,0.0,0.0
15.022558912075706,0.0,0.0,-9.886517447379141,0.0,0.0
14.401078255225212,0.0,0.0,-9.89576118602651,0.0,0.0
13.779029068463796,0.0,0.0,-9.904614256966513,0.0,0.0
13.156435909228255,0.0,0.0,-9.913076310695066,0.0,0.0
12.533323356430426,0.0,0.0,-9.921147013144779,0.0,0.0
11.90971600948697,0.0,0.0,-9.928826045698138,0.0,0.0
11.285638487348159,0.0,0.0,-9.936113105200084,0.0,0.0
10.661115427526,0.0,0.0,-9.943007903969988,0.0,0.0
10.036171485121491,0.0,0.0,-9.949510169813001,0.0,0.0
9.410831331851428,0.0,0.0,-9.9556196460308,0.0,0.0
8.78511965507431,0.0,0.0,-9.961336091431725,0.0,0.0
8.159061156815742,0.0,0.0,-9.966659280340298,0.0,0.0
7.532680552793275,0.0,0.0,-9.97158900260614,0.0,0.0
6.906002571440578,0.0,0.0,-9.976125063612253,0.0,0.0
6.279051952931352,0.0,0.0,-9.980267284282716,0.0,0.0
5.651853448202462,0.0,0.0,-9.98401550108975,0.0,0.0
5.02443181797696,0.0,0.0,-9.987369566060174,0.0,0.0
4.396811831786489,0.0,0.0,-9.990329346781246,0.0,0.0
3.7690182669934695,0.0,0.0,-9.992894726405892,0.0,0.0
3.1410759078128394,0.0,0.0,-9.995065603657316,0.0,0.0
2.513009544333753,0.0,0.0,-9.996841892833,0.0,0.0
1.8848439715408176,0.0,0.0,-9.99822352380809,0.0,0.0
1.2566039883352775,0.0,0.0,-9.99921044203816,0.0,0.0
0.6283143965559066,0.0,0.0,-9.999802608561371,0.0,0.0
6.123233995736766e-15,0.0,0.0,-10.0,0.0,0.0
-0.6283143965558944,0.0,0.0,-9.999802608561371,0.0,0.0
-1.2566039883352653,0.0,0.0,-9.99921044203816,0.0,0.0
-1.8848439715408054,0.0,0.0,-9.99822352380809,0.0,0.0
-2.5130095443337406,0.0,0.0,-9.996841892833,0.0,0.0
-3.141075907812828,0.0,0.0,-9.995065603657316,0.0,0.0
-3.7690182669934575,0.0,0.0,-9.992894726405892,0.0,0.0
-4.396811831786477,0.0,0.0,-9.990329346781246,0.0,0.0
-5.024431817976947,0.0,0.0,-9.987369566060174,0.0,0.0
-5.65185344820245,0.0,0.0,-9.98401550108975,0.0,0.0
-6.27905195293134,0.0,0.0,-9.980267284282716,0.0,0.0
-6.906002571440588,0.0,0.0,-9.976125063612253,0.0,0.0
-7.532680552793263,0.0,0.0,-9.97158900260614,0.0,0.0
-8.159061156815751,0.0,0.0,-9.966659280340298,0.0,0.0
-8.78511965507432,0.0,0.0,-9.961336091431725,0.0,0.0
-9.410831331851439,0.0,0.0,-9.9556196460308,0.0,0.0
-10.0361714851215,0.0,0.0,-9.949510169813001,0.0,0.0
-10.661115427525987,0.0,0.0,-9.943007903969988,0.0,0.0
-11.28563848734817,0.0,0.0,-9.936113105200084,0.0,0.0
-11.90971600948698,0.0,0.0,-9.928826045698138,0.0,0.0
-12.533323356430436,0.0,0.0,-9.921147013144777,0.0,0.0
-13.156435909228245,0.0,0.0,-9.913076310695066,0.0,0.0
-13.779029068463805,0.0,0.0,-9.904614256966513,0.0,0.0
-14.401078255225222,0.0,0.0,-9.89576118602651,0.0,0.0
-15.022558912075715,0.0,0.0,-9.88651744737914,0.0,0.0
-15.643446504023103,0.0,0.0,-9.876883405951377,0.0,0.0
-16.26371651948836,0.0,0.0,-9.866859442078681,0.0,0.0
-16.88334447127339,0.0,0.0,-9.856445951489981,0.0,0.0
-17.502305897527613,0.0,0.0,-9.845643345292054,0.0,0.0
-18.12057636271375,0.0,0.0,-9.834452049953295,0.0,0.0
-18.738131458572482,0.0,0.0,-9.822872507286887,0.0,0.0
-19.35494680508603,0.0,0.0,-9.81090517443334,0.0,0.0
-19.97099805144071,0.0,0.0,-9.798550523842469,0.0,0.0
-20.586260876988145,0.0,0.0,-9.785809043254721,0.0,0.0
-21.200710992205483,0.0,0.0,-9.772681235681933,0.0,0.0
-21.814324139654257,0.0,0.0,-9.759167619387474,0.0,0.0
-22.427076094938126,0.0,0.0,-9.74526872786577,0.0,0.0
-23.03894266765907,0.0,0.0,-9.730985109821265,0.0,0.0
-23.649899702372483,0.0,0.0,-9.716317329146738,0.0,0.0
-24.25992307954072,0.0,0.0,-9.70126596490106,0.0,0.0
-24.86898871648546,0.0,0.0,-9.685831611286313,0.0,0.0
-25.477072568338205,0.0,0.0,-9.67001487762435,0.0,0.0
-26.084150628989665,0.0,0.0,-9.65381638833274,0.0,0.0
-26.690198932037536,0.0,0.0,-9.637236782900098,0.0,0.0
-27.295193551732506,0.0,0.0,-9.620276715860859,0.0,0.0
-27.899110603922917,0.0,0.0,-9.60293685676943,0.0,0.0
-28.501926246997606,0.0,0.0,-9.585217890173759,0.0,0.0
-29.10361668282716,0.0,0.0,-9.567120515588305,0.0,0.0
-29.704158157703475,0.0,0.0,-9.54864544746643,0.0,0.0
-30.303526963277385,0.0,0.0,-9.529793415172188,0.0,0.0
-30.901699437494734,0.0,0.0,-9.510565162951536,0.0,0.0
-31.498651965530456,0.0,0.0,-9.490961449902947,0.0,0.0
-32.09436098072093,0.0,0.0,-9.470983049947444,0.0,0.0
-32.68880296549423,0.0,0.0,-9.45063075179805,0.0,0.0
-33.281954452298656,0.0,0.0,-9.429905358928645,0.0,0.0
-33.87379202452914,0.0,0.0,-9.408807689542254,0.0,0.0
-34.46429231745169,0.0,0.0,-9.387338576538742,0.0,0.0
-35.053432019125886,0.0,0.0,-9.365498867481923,0.0,0.0
-35.641187871325066,0.0,0.0,-9.343289424566121,0.0,0.0
-36.22753667045456,0.0,0.0,-9.32071112458211,0.0,0.0
-36.8124552684678,0.0,0.0,-9.297764858882513,0.0,0.0
-37.39592057378003,0.0,0.0,-9.274451533346614,0.0,0.0
-37.9779095521801,0.0,0.0,-9.250772068344581,0.0,0.0
-38.55839922773965,0.0,0.0,-9.226727398701149,0.0,0.0
-39.137366683720245,0.0,0.0,-9.202318473658703,0.0,0.0
-39.714789063478044,0.0,0.0,-9.177546256839813,0.0,0.0
-40.29064357136626,0.0,0.0,-9.152411726209177,0.0,0.0
-40.8649074736349,0.0,0.0,-9.126915874035028,0.0,0.0
-41.43755809932841,0.0,0.0,-9.101059706849956,0.0,0.0
-42.00857284118063,0.0,0.0,-9.07484424541117,0.0,0.0
-42.577929156507274,0.0,0.0,-9.048270524660195,0.0,0.0
-43.14560456809591,0.0,0.0,-9.021339593682027,0.0,0.0
-43.71157666509327,0.0,0.0,-8.994052515663713,0.0,0.0
-44.27582310389014,0.0,0.0,-8.96641036785236,0.0,0.0
-44.83832160900321,0.0,0.0,-8.938414241512639,0.0,0.0
-45.39904997395467,0.0,0.0,-8.910065241883679,0.0,0.0
-45.957986062148784,0.0,0.0,-8.881364488135446,0.0,0.0
-46.515107807745835,0.0,0.0,-8.852313113324552,0.0,0.0
-47.07039321653326,0.0,0.0,-8.822912264349533,0.0,0.0
-47.62382036679392,0.0,0.0,-8.793163101905563,0.0,0.0
-48.175367410171546,0.0,0.0,-8.763066800438635,0.0,0.0
-48.72501257253325,0.0,0.0,-8.732624548099201,0.0,0.0
-49.272734154829145,0.0,0.0,-8.701837546695257,0.0,0.0
-49.81851053394907,0.0,0.0,-8.670707011644902,0.0,0.0
-50.36232016357608,0.0,0.0,-8.639234171928354,0.0,0.0
-50.90414157503713,0.0,0.0,-8.607420270039437,0.0,0.0
-51.44395337815065,0.0,0.0,-8.575266561936521,0.0,0.0
-51.98173426207096,0.0,0.0,-8.54277431699295,0.0,0.0
-52.51746299612958,0.0,0.0,-8.509944817946916,0.0,0.0
-53.05111843067343,0.0,0.0,-8.47677936085083,0.0,0.0
-53.58267949789969,0.0,0.0,-8.44327925502015,0.0,0.0
-54.11212521268758,0.0,0.0,-8.409445822981692,0.0,0.0
-54.6394346734269,0.0,0.0,-8.375280400421417,0.0,0.0
-55.16458706284302,0.0,0.0,-8.340784336131712,0.0,0.0
-55.68756164881881,0.0,0.0,-8.305958991958127,0.0,0.0
-56.20833778521307,0.0,0.0,-8.270805742745617,0.0,0.0
-56.72689491267566,0.0,0.0,-8.235325976284273,0.0,0.0
-57.2432125594591,0.0,0.0,-8.199521093254523,0.0,0.0
-57.75727034222678,0.0,0.0,-8.163392507171839,0.0,0.0
-58.269047966857634,0.0,0.0,-8.126941644330937,0.0,0.0
-58.7785252292473,0.0,0.0,-8.090169943749475,0.0,0.0
-59.28568201610592,0.0,0.0,-8.05307885711122,0.0,0.0
-59.790498305751846,0.0,0.0,-8.015669848708768,0.0,0.0
-60.29295416890245,0.0,0.0,-7.9779443953857125,0.0,0.0
-60.79302976946052,0.0,0.0,-7.939903986478355,0.0,0.0
-61.290705365297626,0.0,0.0,-7.9015501237569055,0.0,0.0
-61.785961309033425,0.0,0.0,-7.86288432136619,0.0,0.0
-62.27877804881123,0.0,0.0,-7.823908105765883,0.0,0.0
-62.769136129070034,0.0,0.0,-7.784623015670235,0.0,0.0
-63.257016191312445,0.0,0.0,-7.745030601987338,0.0,0.0
-63.742398974868976,0.0,0.0,-7.705132427757892,0.0,0.0
-64.22526531765844,0.0,0.0,-7.664930068093499,0.0,0.0
-64.7055961569444,0.0,0.0,-7.6244251101144815,0.0,0.0
-65.18337253008785,0.0,0.0,-7.58361915288722,0.0,0.0
-65.65857557529563,0.0,0.0,-7.54251380736104,0.0,0.0
-66.13118653236518,0.0,0.0,-7.501110696304597,0.0,0.0
-66.60118674342516,0.0,0.0,-7.459411454241822,0.0,0.0
-67.068557653672,0.0,0.0,-7.417417727387392,0.0,0.0
-67.53328081210245,0.0,0.0,-7.375131173581739,0.0,0.0
-67.99533787224192,0.0,0.0,-7.332553462225599,0.0,0.0
-68.45471059286888,0.0,0.0,-7.289686274214114,0.0,0.0
-68.91138083873483,0.0,0.0,-7.246531301870469,0.0,0.0
-69.36533058128049,0.0,0.0,-7.203090248879071,0.0,0.0
-69.81654189934726,0.0,0.0,-7.159364830218314,0.0,0.0
-70.26499697988491,0.0,0.0,-7.115356772092855,0.0,0.0
-70.71067811865474,0.0,0.0,-7.0710678118654755,0.0,0.0
-71.15356772092854,0.0,0.0,-7.026499697988492,0.0,0.0
-71.59364830218313,0.0,0.0,-6.981654189934726,0.0,0.0
-72.03090248879069,0.0,0.0,-6.936533058128049,0.0,0.0
-72.46531301870466,0.0,0.0,-6.891138083873484,0.0,0.0
-72.89686274214114,0.0,0.0,-6.845471059286888,0.0,0.0
-73.32553462225599,0.0,0.0,-6.799533787224194,0.0,0.0
-73.75131173581738,0.0,0.0,-6.753328081210245,0.0,0.0
-74.17417727387391,0.0,0.0,-6.706855765367202,0.0,0.0
-74.59411454241821,0.0,0.0,-6.660118674342517,0.0,0.0
-75.01110696304596,0.0,0.0,-6.613118653236518,0.0,0.0
-75.42513807361038,0.0,0.0,-6.565857557529564,0.0,0.0
-75.83619152887219,0.0,0.0,-6.518337253008787,0.0,0.0
-76.2442511011448,0.0,0.0,-6.470559615694443,0.0,0.0
-76.64930068093497,0.0,0.0,-6.422526531765845,0.0,0.0
-77.05132427757891,0.0,0.0,-6.374239897486898,0.0,0.0
-77.45030601987337,0.0,0.0,-6.325701619131245,0.0,0.0
-77.84623015670233,0.0,0.0,-6.276913612907006,0.0,0.0
-78.23908105765881,0.0,0.0,-6.227877804881126,0.0,0.0
-78.6288432136619,0.0,0.0,-6.178596130903343,0.0,0.0
-79.01550123756904,0.0,0.0,-6.129070536529763,0.0,0.0
-79.39903986478353,0.0,0.0,-6.079302976946053,0.0,0.0
-79.77944395385711,0.0,0.0,-6.029295416890246,0.0,0.0
-80.15669848708768,0.0,0.0,-5.979049830575187,0.0,0.0
-80.53078857111218,0.0,0.0,-5.928568201610593,0.0,0.0
-80.90169943749473,0.0,0.0,-5.877852522924733,0.0,0.0
-81.2694164433094,0.0,0.0,-5.826904796685762,0.0,0.0
-81.6339250717184,0.0,0.0,-5.775727034222676,0.0,0.0
-81.99521093254523,0.0,0.0,-5.724321255945908,0.0,0.0
-82.35325976284274,0.0,0.0,-5.672689491267564,0.0,0.0
-82.7080574274562,0.0,0.0,-5.6208337785213045,0.0,0.0
-83.05958991958128,0.0,0.0,-5.568756164881878,0.0,0.0
-83.40784336131713,0.0,0.0,-5.5164587062843,0.0,0.0
-83.75280400421417,0.0,0.0,-5.463943467342692,0.0,0.0
-84.09445822981691,0.0,0.0,-5.411212521268759,0.0,0.0
-84.43279255020151,0.0,0.0,-5.358267949789966,0.0,0.0
-84.76779360850833,0.0,0.0,-5.3051118430673405,0.0,0.0
-85.09944817946919,0.0,0.0,-5.251746299612956,0.0,0.0
-85.42774316992953,0.0,0.0,-5.198173426207093,0.0,0.0
-85.75266561936523,0.0,0.0,-5.144395337815063,0.0,0.0
